"LPRIX" "STUDIO" "T1" "T2" "T3" "T4" "T5" "HOUSE" "PARKING" "GREEN" "COORD1" "COORD2"
"1" 6.31716468674728 0 0 0 0 1 0 1 0 211.23683390924 93788 101695
"2" 6.41836493593621 0 0 0 0 1 0 1 1 518.941229813165 94136 101383
"3" 5.57594910314632 0 0 0 1 0 0 0 0 386.587635601554 93836 101398
"4" 5.74300318780948 0 0 0 0 1 0 0 0 436.836353798536 93993 101350
"5" 5.34710753071747 0 0 1 0 0 0 0 0 227.035239555449 93759 101109
"6" 5.05624580534831 0 0 1 0 0 0 0 0 227.035239555449 93759 101109
"7" 5.89164421182577 0 0 0 0 0 1 0 1 227.035239555449 93759 101109
"8" 5.34710753071747 0 0 1 0 0 0 0 0 227.035239555449 93759 101109
"9" 5.51342874616498 0 0 0 0 1 0 0 1 227.035239555449 93759 101109
"10" 5.94803498918065 0 0 0 0 0 1 0 1 227.035239555449 93759 101109
"11" 5.98645200528444 0 0 0 0 0 1 0 1 227.035239555449 93759 101109
"12" 5.34710753071747 0 0 1 0 0 0 0 1 227.035239555449 93759 101109
"13" 5.63478960316925 0 0 0 1 0 0 0 1 227.035239555449 93759 101109
"14" 5.71373280550937 0 0 0 0 1 0 0 1 227.035239555449 93759 101109
"15" 5.36597601502185 0 0 1 0 0 0 0 1 227.035239555449 93759 101109
"16" 5.48479693349065 0 0 0 1 0 0 0 1 227.035239555449 93759 101109
"17" 5.24174701505964 0 0 1 0 0 0 0 1 227.035239555449 93759 101109
"18" 5.4380793089232 0 0 0 1 0 0 0 1 227.035239555449 93759 101109
"19" 5.77455154554441 0 0 0 0 0 1 0 1 227.035239555449 93759 101109
"20" 5.80814248998044 0 0 0 0 1 0 0 1 227.035239555449 93759 101109
"21" 4.88280192258637 0 1 0 0 0 0 0 1 324.007715957506 93711 101390
"22" 4.94875989037817 1 0 0 0 0 0 0 1 324.007715957506 93711 101390
"23" 5.32300997913841 0 0 0 1 0 0 0 0 324.007715957506 93711 101390
"24" 5.49306144334055 0 0 1 0 0 0 0 0 324.007715957506 93711 101390
"25" 4.96284463025991 1 0 0 0 0 0 0 1 324.007715957506 93711 101390
"26" 4.96284463025991 1 0 0 0 0 0 0 1 324.007715957506 93711 101390
"27" 5.09375020080676 0 0 1 0 0 0 0 1 324.007715957506 93711 101390
"28" 5.82304589548302 0 0 0 1 0 0 0 0 324.007715957506 93711 101390
"29" 5.72358510195238 0 0 0 0 1 0 0 0 324.007715957506 93711 101390
"30" 5.10594547390058 1 0 0 0 0 0 0 1 324.007715957506 93711 101390
"31" 5.46383180502561 0 0 1 0 0 0 0 1 324.007715957506 93711 101390
"32" 5.84932477994686 0 0 0 0 0 1 0 1 324.007715957506 93711 101390
"33" 5.04985600724954 1 0 0 0 0 0 0 1 324.007715957506 93711 101390
"34" 6.09356977004514 0 0 0 0 0 1 0 0 324.007715957506 93711 101390
"35" 5.06890420222023 0 0 1 0 0 0 0 0 280.280216925847 93951 101199
"36" 5.75890177387728 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"37" 6.07764224334903 0 0 0 0 0 1 0 0 280.280216925847 93951 101199
"38" 5.73979291217923 0 0 0 0 0 1 0 0 280.280216925847 93951 101199
"39" 5.41610040220442 0 0 0 1 0 0 0 0 280.280216925847 93951 101199
"40" 6.06378520868761 0 0 0 0 1 0 0 1 280.280216925847 93951 101199
"41" 5.4380793089232 0 0 1 0 0 0 0 1 280.280216925847 93951 101199
"42" 5.6937321388027 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"43" 5.36597601502185 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"44" 5.47227067367148 0 0 0 1 0 0 0 0 280.280216925847 93951 101199
"45" 5.65248918026865 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"46" 5.65248918026865 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"47" 5.75890177387728 0 0 0 0 0 1 0 0 280.280216925847 93951 101199
"48" 5.46806014113513 0 0 0 1 0 0 0 0 280.280216925847 93951 101199
"49" 5.0998664278242 0 1 0 0 0 0 0 0 280.280216925847 93951 101199
"50" 5.51342874616498 0 0 0 1 0 0 0 0 280.280216925847 93951 101199
"51" 5.03043792139244 0 1 0 0 0 0 0 0 280.280216925847 93951 101199
"52" 5.55682806169954 0 0 0 1 0 0 0 0 280.280216925847 93951 101199
"53" 5.69035945432406 0 0 0 0 1 0 0 0 280.280216925847 93951 101199
"54" 5.32787616878958 0 0 1 0 0 0 0 0 280.280216925847 93951 101199
"55" 5.63835466933375 0 0 0 0 1 0 0 1 469.910629801029 94296 101165
"56" 5.65948221575962 0 0 0 0 1 0 0 1 469.910629801029 94296 101165
"57" 5.66642668811243 0 0 1 0 0 0 0 1 640.82446894606 94606 101084
"58" 5.8171111599632 0 0 0 1 0 0 0 1 640.82446894606 94606 101084
"59" 5.85220247977447 0 0 0 0 0 1 0 0 173.046236595888 93785 100789
"60" 6.26720054854136 0 0 0 0 0 1 1 0 568.338807402767 94452 100828
"61" 5.51342874616498 0 0 0 1 0 0 0 0 120.004166594331 94012 100926
"62" 5.03043792139244 0 1 0 0 0 0 0 1 309.61427615664 95115 100978
"63" 5.37527840768417 0 0 1 0 0 0 0 1 309.61427615664 95115 100978
"64" 6.35610766069589 0 0 0 0 1 0 1 0 174.91712323269 94980 100800
"65" 5.57594910314632 0 0 0 1 0 0 0 1 305.476676687435 94786 100634
"66" 6.24610676548156 0 0 0 0 1 0 0 1 305.476676687435 94786 100634
"67" 5.49306144334055 0 0 0 1 0 0 0 1 305.476676687435 94786 100634
"68" 5.27811465923052 0 1 0 0 0 0 0 1 355.114066181558 94735 100673
"69" 5.35185813347607 0 0 1 0 0 0 0 1 355.114066181558 94735 100673
"70" 5.0998664278242 1 0 0 0 0 0 0 1 355.114066181558 94735 100673
"71" 5.93753620508243 0 0 0 1 0 0 1 0 562.267729822724 94539 100776
"72" 6.35437004079735 0 0 0 0 0 1 1 1 523.30965976179 94637 100926
"73" 6.22059017009974 0 0 0 0 0 1 1 1 494.976767131549 94739 101013
"74" 5.21493575760899 0 1 0 0 0 0 0 1 307.936681803256 94981 100952
"75" 5.53338948872752 0 0 1 0 0 0 0 1 307.936681803256 94981 100952
"76" 5.37527840768417 0 0 1 0 0 0 0 0 307.936681803256 94981 100952
"77" 6.56244409369372 0 0 0 0 0 1 1 1 440.202226255161 94707 100881
"78" 6.52209279817015 0 0 0 0 1 0 1 1 374.42222156277 94846 100948
"79" 5.51745289646471 0 0 0 0 0 1 1 1 485.733466007851 94866 101095
"80" 5.69035945432406 0 0 1 0 0 0 0 1 415.061441234909 94910 101038
"81" 5.17048399503815 0 1 0 0 0 0 0 1 415.061441234909 94910 101038
"82" 6.20455776256869 0 0 0 0 0 1 1 1 285.043856274785 95185 101247
"83" 5.37527840768417 0 0 1 0 0 0 1 0 285.043856274785 95185 101247
"84" 6.24997524225948 0 0 0 0 0 1 1 1 748.000668448899 94469 101401
"85" 4.24849524204936 1 0 0 0 0 0 0 0 592.616233324738 94985 101485
"86" 5.91620206260744 0 0 0 1 0 0 0 1 592.616233324738 94985 101485
"87" 6.18826412308259 0 0 0 0 1 0 0 1 397.181318795333 95103 101324
"88" 5.62040086571715 0 0 0 1 0 0 0 0 580.682357231559 94856 101246
"89" 5.21493575760899 1 0 0 0 0 0 0 0 580.682357231559 94856 101246
"90" 5.21493575760899 1 0 0 0 0 0 0 0 580.682357231559 94856 101246
"91" 5.3890717298165 0 0 1 0 0 0 0 0 580.682357231559 94856 101246
"92" 5.32300997913841 1 0 0 0 0 0 0 1 NA NA NA
"93" 5.08759633523238 1 0 0 0 0 0 0 1 NA NA NA
"94" 5.91350300563827 0 0 0 0 1 0 1 1 NA NA NA
"95" 5.74300318780948 0 0 0 0 1 0 1 1 864.120940609589 95102 102214
"96" 5.81413053182507 0 0 0 1 0 0 1 1 864.120940609589 95102 102214
"97" 5.80513496891649 0 0 0 0 1 0 0 0 921.907804501079 94460 101950
"98" 5.91350300563827 0 0 0 0 0 1 0 0 921.907804501079 94460 101950
"99" 5.87773578177964 0 0 0 0 0 1 0 0 921.907804501079 94460 101950
"100" 6.03548143252476 0 0 0 1 0 0 0 0 921.907804501079 94460 101950
"101" 6.25190388316589 0 0 0 0 1 0 1 0 864.575040120868 94947 102490
"102" 4.66343909411207 0 0 0 1 0 0 1 0 1136.38241802661 94647 102965
"103" 5.16478597392351 0 0 1 0 0 0 1 0 NA NA NA
"104" 6.22059017009974 0 0 0 0 0 1 1 1 482.842624464742 95535 102343
"105" 4.86753445045558 0 1 0 0 0 0 0 0 630.292789106777 95229 102437
"106" 5.35185813347607 0 1 0 0 0 0 0 0 630.292789106777 95229 102437
"107" 5.31320597904179 0 0 0 0 1 0 0 0 452.092910804848 95388 102519
"108" 5.40267738187228 0 0 0 0 1 0 0 0 452.092910804848 95388 102519
"109" 4.57471097850338 0 1 0 0 0 0 0 0 683.878644205242 95245 102324
"110" 5.51745289646471 0 0 0 1 0 0 1 0 752.151580467661 95314 101818
"111" 6.19031540585315 0 0 0 0 0 1 1 1 809.267570090387 95683 101962
"112" 6.01859321449623 0 0 0 0 0 1 0 1 659.819672334798 95647 102118
"113" 5.06890420222023 1 0 0 0 0 0 0 1 659.819672334798 95647 102118
"114" 5.63835466933375 0 0 0 1 0 0 0 1 659.819672334798 95647 102118
"115" 6.56103066589657 0 0 0 0 0 1 1 1 659.819672334798 95647 102118
"116" 6.33150184989369 0 0 0 0 1 0 0 0 830.721373265429 95279 102094
"117" 5.86078622346587 0 0 0 0 0 1 1 1 741.002699050415 95467 102089
"118" 6.16541785423142 0 0 0 0 1 0 1 1 741.002699050415 95467 102089
"119" 6.48768401848461 0 0 0 0 0 1 1 1 629.2868980044 95856 101841
"120" 6.5875500148248 0 0 0 0 0 1 1 1 528.757033050152 95973 101782
"121" 4.7361984483945 0 1 0 0 0 0 0 0 657.179579719273 95484 101725
"122" 6.48463523563525 0 0 0 0 0 1 1 1 657.179579719273 95484 101725
"123" 5.65248918026865 0 0 0 0 1 0 0 0 634.832261310025 95641 101668
"124" 4.99043258677874 1 0 0 0 0 0 0 0 650.85559074191 95303 101714
"125" 6.45204895443723 0 0 0 0 1 0 0 1 650.85559074191 95303 101714
"126" 6.2709884318583 0 0 0 0 1 0 0 0 572.204508895203 95333 101639
"127" 6.39692965521615 0 0 0 0 1 0 0 1 572.204508895203 95333 101639
"128" 4.75359019110636 0 0 1 0 0 0 1 1 218.330025420234 96133 101500
"129" 5.81413053182507 0 0 1 0 0 0 0 1 576.321091059489 96184 101857
"130" 6.10031895202006 0 0 0 0 1 0 0 1 576.321091059489 96184 101857
"131" 6.4377516497364 0 0 0 0 0 1 1 1 576.321091059489 96184 101857
"132" 6.34738920965601 0 0 0 0 0 1 0 1 374.798612590815 96539 101404
"133" 6.1463292576689 0 0 0 0 0 1 0 1 374.798612590815 96539 101404
"134" 5.89989735358249 0 0 1 0 0 0 0 1 380.295937396128 96490 101442
"135" 6.47543271670409 0 0 0 0 0 1 1 1 369.437410125179 96417 101532
"136" 6.3279367837292 0 0 0 0 0 1 1 1 397.362554853876 96349 101623
"137" 6.49978704065585 0 0 0 0 1 0 1 1 519.985576723047 96482 101678
"138" 6.27476202124194 0 0 0 0 0 1 1 0 519.985576723047 96482 101678
"139" 6.20859002609663 0 0 0 0 1 0 1 1 689.472987143079 97152 101660
"140" 6.08449941307517 0 0 0 0 1 0 1 1 594.337446237405 97040 101618
"141" 6.1527326947041 0 0 0 0 1 0 0 0 391.163648617813 97114 100944
"142" 5.54517744447956 0 0 0 0 1 0 0 1 358.096355748003 97111 101125
